Index,Pointer,Bit,Name
395,,20,
396,,19,
397,,18,
398,,17,
399,,16,
400,,15,
401,,14,
402,,13,
403,,12,
404,,11,
405,,10,
406,,9,
407,,8,
408,,7,
409,,6,
410,,5,
411,,4,
412,,3,
413,,2,
414,,1,
415,,0,
416,,31,
417,,30,
418,,29,
419,,28,
420,,27,
421,,26,
422,,25,
423,,24,
424,,23,
425,,22,
426,,21,
427,,20,
428,,19,
429,,18,
430,,17,
431,,16,
432,,15,
433,,14,
434,,13,
435,,12,
436,,11,
437,,10,
438,Military Training Facility B1 Weapon Repair Shop - Handgun Bullets,9,Military Training Facility B1 Weapon Repair Shop - Handgun Bullets
439,Military Training Facility B1 Basement Storehouse - Grenade Rounds,8,Military Training Facility B1 Basement Storehouse - Grenade Rounds
440,Antartic Transport Terminal B2 Weapon Room - Handgun Bullets,7,Antartic Transport Terminal B2 Weapon Room - Handgun Bullets
441,Antartic Transport Terminal B2 Weapon Room - Handgun Bullets,6,Antartic Transport Terminal B2 Weapon Room - Handgun Bullets
442,Antartic Transport Terminal B2 Weapon Room - Handgun Bullets,5,Antartic Transport Terminal B2 Weapon Room - Handgun Bullets
443,,4,
444,,3,
445,,2,
446,,1,
447,,0,
448,,31,
449,,30,
450,,29,
451,,28,
452,,27,
453,,26,
454,,25,
455,,24,
456,,23,
457,,22,
458,,21,
459,,20,
460,,19,
461,,18,
462,,17,
463,,16,
464,,15,
465,,14,
466,,13,
467,,12,
468,,11,
469,,10,
470,,9,
471,,8,
472,,7,
473,,6,
474,,5,
475,,4,
476,,3,
477,,2,
478,,1,
479,,0,
480,,31,
481,,30,
482,,29,
483,,28,
484,,27,
485,,26,
486,,25,
487,,24,
488,,23,
489,,22,
490,,21,
491,,20,
492,,19,
493,,18,
494,,17,
495,,16,
496,,15,
497,,14,
498,,13,
499,,12,
500,,11,
501,,10,
502,,9,
503,,8,
504,,7,
505,,6,
506,,5,
507,,4,
508,,3,
509,,2,
510,,1,
511,,0,
