Index,Pointer,Bit,Name
372,Military Training Facility B3 Tomb - Inside Lift?,11,Military Training Facility B3 Tomb - Inside Lift?
373,,10,
374,,9,
375,Military Training Facility B3 Tomb - Glup Worm Killed,8,Military Training Facility B3 Tomb - Glup Worm Killed
376,,7,
377,,6,
378,Military Training Facility B3 Outside Cave - Chris Arrives at Rockfort Island,5,Military Training Facility B3 Outside Cave - Chris Arrives at Rockfort Island
379,,4,
380,Airport Check-in - Water Puzzle Solved?,3,Airport Check-in - Water Puzzle Solved?
381,Airport Bridge - Bridge Lowered,2,Airport Bridge - Bridge Lowered
382,Airport Bridge - Take Army|Air Force|Navy Proof,1,Airport Bridge - Take Army|Air Force|Navy Proof
383,Airport Bridge - Take Army|Air Force|Navy Proof,0,Airport Bridge - Take Army|Air Force|Navy Proof
384,Airport Bridge - Turn off Electricity,31,Airport Bridge - Turn off Electricity
385,,30,
386,No Room Loaded - ??? (Weasker Cutscene at Airport),29,No Room Loaded - ??? (Weasker Cutscene at Airport)
387,,28,
388,Antartic Transport Terminal B2 Frozen Corridor - Zombie Drops from Ceiling,27,Antartic Transport Terminal B2 Frozen Corridor - Zombie Drops from Ceiling
389,,26,
390,,25,
391,Antartic Transport Terminal B2 Office - Place Halbard,24,Antartic Transport Terminal B2 Office - Place Halbard
392,,23,
393,,22,
394,,21,
395,Antartic Transport Terminal B1 Mining Room - Zombies Attack,20,Antartic Transport Terminal B1 Mining Room - Zombies Attack
396,Antartic Transport Terminal B2 Weapon Room - Extinguish Fire,19,Antartic Transport Terminal B2 Weapon Room - Extinguish Fire
397,,18,
398,Antartic Transport Terminal B1 Jet Hanger - Chris Escapes Island in Fighter Jet,17,Antartic Transport Terminal B1 Jet Hanger - Chris Escapes Island in Fighter Jet
399,,16,
400,Antartic Transport Terminal B1 Corridor - Detected,15,Antartic Transport Terminal B1 Corridor - Detected
401,Antartic Transport Terminal B1 Corridor - ???,14,Antartic Transport Terminal B1 Corridor - ???
402,Antartic Transport Terminal B1 Corridor - Elevator???,13,Antartic Transport Terminal B1 Corridor - Elevator???
403,Antartic Transport Terminal B1 Water Tank Room - Refill Extinguisher,12,Antartic Transport Terminal B1 Water Tank Room - Refill Extinguisher
404,,11,
405,,10,
406,Antartic Transport Terminal B1 Water Tank Room - Raise Extinguisher,9,Antartic Transport Terminal B1 Water Tank Room - Raise Extinguisher
407,,8,
408,,7,
409,,6,
410,,5,
411,,4,
412,,3,
413,,2,
414,,1,
415,,0,
416,,31,
417,,30,
418,,29,
419,,28,
420,,27,
421,,26,
422,,25,
423,,24,
424,,23,
425,,22,
426,,21,
427,,20,
428,,19,
429,,18,
430,,17,
431,,16,
432,,15,
433,,14,
434,,13,
435,,12,
436,,11,
437,,10,
438,,9,
439,,8,
440,,7,
441,,6,
442,,5,
443,,4,
444,,3,
445,,2,
446,,1,
447,,0,
448,,31,
449,,30,
450,,29,
451,,28,
452,,27,
453,Military Training Facility Garage - Lift Raised,26,Military Training Facility Garage - Lift Raised
454,Military Training Facility Garage - ??? (After Collecting Battery Pack?),25,Military Training Facility Garage - ??? (After Collecting Battery Pack?)
455,,24,
456,Palace Courtyard - Wesker Introduction,23,Palace Courtyard - Wesker Introduction
457,,22,
458,,21,
459,,20,
460,,19,
461,,18,
462,,17,
463,,16,
464,,15,
465,,14,
466,,13,
467,,12,
468,,11,
469,,10,
470,,9,
471,,8,
472,,7,
473,,6,
474,,5,
475,,4,
476,,3,
477,,2,
478,,1,
479,,0,
480,,31,
481,,30,
482,,29,
483,,28,
484,,27,
485,,26,
486,,25,
487,,24,
488,,23,
489,,22,
490,,21,
491,,20,
492,,19,
493,,18,
494,,17,
495,,16,
496,,15,
497,,14,
498,,13,
499,,12,
500,,11,
501,,10,
502,,9,
503,,8,
504,,7,
505,,6,
506,,5,
507,,4,
508,,3,
509,,2,
510,,1,
511,,0,
